iter	Passed	Remaining
169	22633	110505
170	22736	110223
171	22834	109922
172	22934	109634
173	23032	109336
174	23129	109038
175	23228	108750
176	23330	108480
177	23425	108177
178	23520	107877
179	23617	107589
180	23717	107317
181	23820	107062
182	23919	106789
183	24015	106501
184	24115	106236
185	24211	105959
186	24312	105698
187	24407	105418
188	24505	105151
189	24607	104905
190	24704	104636
191	24798	104362
192	24901	104120
193	24997	103857
194	25094	103596
195	25189	103327
196	25293	103098
197	25399	102881
198	25506	102665
199	25607	102429
200	25725	102263
201	25824	102020
202	25930	101804
203	26025	101552
204	26104	101235
205	26184	100925
206	26287	100703
207	26384	100464
208	26487	100245
209	26590	100031
210	26701	99846
211	26801	99620
212	26901	99396
213	27005	99189
214	27100	98946
215	27195	98707
216	27299	98504
217	27400	98288
218	27502	98078
219	27601	97858
220	27703	97650
221	27791	97394
222	27872	97117
223	27955	96846
224	28050	96619
225	28135	96359
226	28215	96081
227	28311	95861
228	28407	95642
229	28504	95429
230	28605	95228
231	28706	95027
232	28806	94824
233	28909	94635
234	29006	94424
235	29107	94230
236	29205	94023
237	29311	93844
238	29410	93645
239	29765	94258
240	29884	94116
241	30010	94000
242	30129	93861
243	30267	93780
244	30399	93679
245	30529	93573
246	30645	93426
247	30769	93299
248	31073	93719
249	31185	93556
250	31312	93439
251	31432	93298
252	31550	93154
253	31683	93053
254	31812	92941
255	31940	92826
256	32057	92679
257	32151	92466
258	32253	92277
259	32366	92118
260	32476	91953
261	32589	91799
262	32709	91660
263	32842	91560
264	32964	91430
265	33087	91300
266	33209	91171
267	33327	91028
268	33453	90909
269	33574	90774
270	33701	90658
271	33825	90533
272	33945	90396
273	34064	90258
274	34184	90124
275	34306	89992
276	34425	89853
277	34548	89727
278	34644	89529
279	34749	89356
280	34856	89187
281	34964	89022
282	35075	88866
283	35185	88708
284	35292	88540
285	35399	88374
286	35519	88240
287	35631	88089
288	35741	87930
289	35848	87768
290	35956	87605
291	36080	87481
292	36184	87311
293	36291	87148
294	36390	86966
295	36496	86801
296	36592	86614
297	36685	86419
298	36784	86240
299	36875	86042
300	36973	85862
301	37071	85682
302	37169	85502
303	37298	85395
304	37406	85237
305	37505	85061
306	37606	84891
307	37704	84712
308	37809	84551
309	37920	84403
310	38018	84228
311	38116	84051
312	38221	83892
313	38321	83720
314	38422	83552
315	38523	83386
316	38623	83217
317	38718	83037
318	38815	82862
319	38923	82713
320	39027	82552
321	39131	82395
322	39242	82251
323	39341	82082
324	39444	81923
325	39547	81762
326	39651	81606
327	39763	81466
328	39864	81304
329	39965	81141
330	40066	80980
331	40166	80817
332	40279	80679
333	40380	80518
334	40475	80347
335	40572	80179
336	40669	80012
337	40763	79838
338	40841	79634
339	40925	79443
340	41022	79277
341	41136	79144
342	41240	78994
343	41339	78833
344	41436	78668
345	41538	78514
346	41638	78357
347	41735	78193
348	41835	78036
349	41936	77881
350	42037	77726
351	42138	77573
352	42233	77408
353	42332	77250
354	42434	77099
355	42533	76943
356	42632	76785
357	42732	76631
358	42836	76484
359	42937	76332
360	43028	76164
361	43118	75993
362	43220	75843
363	43311	75676
364	43399	75503
365	43492	75339
366	43587	75179
367	43681	75017
368	43774	74855
369	43869	74697
370	43957	74526
371	44050	74364
372	44142	74202
373	44240	74049
374	44341	73902
375	44430	73736
376	44525	73579
377	44617	73418
378	44708	73255
379	44802	73098
380	44893	72937
381	44988	72782
382	45079	72621
383	45176	72470
384	45275	72322
385	45371	72172
386	45473	72029
387	45585	71903
388	45702	71784
389	45807	71648
390	45928	71535
391	46049	71424
392	46165	71303
393	46299	71212
394	46414	71091
395	46534	70977
396	46660	70871
397	46782	70762
398	46910	70659
399	47029	70544
400	47126	70395
401	47220	70243
402	47351	70145
403	47474	70037
404	47601	69933
405	47720	69817
406	47839	69702
407	47947	69570
408	48063	69450
409	48175	69326
410	48295	69212
411	48407	69086
412	48520	68961
413	48622	68823
414	48735	68699
415	48858	68589
416	48973	68469
417	49094	68355
418	49201	68224
419	49314	68101
420	49437	67991
421	49556	67876
422	49677	67763
423	49801	67654
424	49910	67526
425	50013	67388
426	50136	67279
427	50255	67164
428	50350	67016
429	50452	66878
430	50563	66752
431	50675	66628
432	50771	66483
433	50880	66356
434	50980	66215
435	51081	66077
436	51184	65942
437	51286	65806
438	51403	65688
439	51498	65543
440	51597	65403
441	51704	65273
442	51814	65148
443	51925	65023
444	52026	64886
445	52138	64763
446	52248	64638
447	52359	64514
448	52460	64378
449	52562	64242
450	52666	64110
451	52771	63979
452	52875	63847
453	52973	63708
454	53074	63572
455	53168	63429
456	53267	63291
457	53361	63148
458	53463	63014
459	53565	62881
460	53663	62743
461	53758	62602
462	53860	62469
463	53964	62338
464	54063	62202
465	54168	62072
466	54273	61944
467	54377	61813
468	54481	61683
469	54578	61545
470	54678	61411
471	54779	61279
472	54879	61144
473	54981	61013
474	55082	60881
475	55182	60747
476	55277	60608
477	55378	60476
478	55487	60352
479	55593	60226
480	55694	60094
481	55796	59963
482	55897	59832
483	56003	59706
484	56099	59569
485	56198	59435
486	56299	59305
487	56414	59189
488	56538	59082
489	56670	58983
490	56777	58859
491	56885	58735
492	56988	58606
493	57086	58472
494	57187	58342
495	57294	58218
496	57394	58087
497	57499	57961
498	57597	57828
499	57696	57696
500	57798	57568
501	57883	57422
502	57992	57300
503	58090	57168
504	58188	57036
505	58286	56904
506	58385	56773
507	58484	56642
508	58593	56521
509	58702	56400
510	58802	56270
511	58901	56140
512	59006	56016
513	59108	55888
514	59215	55765
515	59318	55639
516	59410	55503
517	59493	55358
518	59571	55209
519	59650	55062
520	59769	54951
521	59854	54808
522	59949	54676
523	60047	54547
524	60144	54416
525	60243	54287
526	60339	54157
527	60442	54031
528	60541	53903
529	60638	53774
530	60742	53650
531	60840	53521
532	60939	53393
533	61039	53266
534	61136	53137
535	61237	53011
536	61339	52886
537	61441	52762
538	61544	52638
539	61653	52519
540	61781	52417
541	61901	52308
542	62012	52191
543	62145	52092
544	62253	51973
545	62376	51866
546	62485	51747
547	62604	51637
548	62736	51537
549	62851	51423
550	62967	51311
551	63076	51192
552	63193	51080
553	63316	50973
554	63432	50860
555	63555	50752
556	63678	50645
557	63804	50540
558	63930	50434
559	64051	50326
560	64167	50212
561	64290	50105
562	64412	49996
563	64525	49881
564	64653	49777
565	64776	49669
566	64900	49562
567	65016	49448
568	65142	49343
569	65272	49240
570	65390	49128
571	65508	49016
572	65635	48911
573	65746	48794
574	65877	48691
575	65997	48581
576	66112	48467
577	66233	48357
578	66362	48253
579	66480	48141
580	66610	48037
581	66732	47928
582	66860	47822
583	66986	47716
584	67096	47598
585	67200	47476
586	67309	47357
587	67419	47239
588	67532	47123
589	67639	47004
590	67750	46886
591	67863	46770
592	67971	46651
593	68077	46530
594	68190	46415
595	68298	46296
596	68408	46178
597	68515	46059
598	68623	45939
599	68728	45819
600	68834	45698
601	68939	45577
602	69044	45457
603	69155	45340
604	69262	45220
605	69368	45101
606	69480	44984
607	69586	44865
608	69680	44737
609	69814	44635
610	69937	44526
611	70067	44421
612	70188	44311
613	70314	44204
614	70447	44101
615	70565	43989
616	70687	43879
617	70803	43764
618	70905	43642
619	71018	43527
620	71136	43414
621	71245	43297
622	71348	43175
623	71452	43054
624	71569	42941
625	71691	42831
626	71792	42708
627	71892	42586
628	71997	42465
629	72105	42347
630	72205	42225
631	72305	42101
632	72436	41996
633	72568	41892
634	72697	41786
635	72825	41679
636	72951	41572
637	73081	41466
638	73204	41356
639	73337	41252
640	73468	41146
641	73600	41041
642	73735	40938
643	73867	40833
644	73991	40724
645	74125	40619
646	74249	40510
647	74379	40403
648	74505	40295
649	74635	40188
650	74761	40079
651	74892	39973
652	75026	39868
653	75151	39759
654	75291	39657
655	75381	39529
656	75467	39399
657	75568	39277
658	75729	39186
659	75879	39089
660	76013	38984
661	76147	38879
662	76276	38771
663	76410	38665
664	76534	38554
665	76677	38453
666	76811	38348
667	76945	38242
668	77096	38144
669	77274	38060
670	77462	37980
671	77882	38014
672	78184	37988
673	78423	37931
674	78550	37820
675	78725	37732
676	78926	37656
677	79109	37571
678	79270	37475
679	79412	37370
680	79575	37275
681	79740	37180
682	79882	37075
683	80045	36980
684	80209	36884
685	80358	36782
686	80514	36682
687	80647	36572
688	80797	36470
689	80960	36373
690	81099	36265
691	81228	36153
692	81346	36036
693	81472	35923
694	81624	35820
695	81732	35699
696	81854	35583
697	82008	35482
698	82104	35355
699	82355	35295
700	82506	35191
701	82621	35073
702	82740	34955
703	82867	34842
704	82997	34729
705	83127	34616
706	83263	34506
707	83437	34411
708	83565	34298
709	83682	34180
710	83793	34059
711	83909	33940
712	84031	33824
713	84148	33706
714	84270	33590
715	84382	33470
716	84508	33355
717	84614	33233
718	84723	33111
719	84826	32988
720	84930	32864
721	85027	32738
722	85125	32613
723	85223	32488
724	85321	32363
725	85419	32238
726	85519	32114
727	85626	31992
728	85753	31878
729	85863	31757
730	85968	31635
731	86084	31517
732	86199	31398
733	86318	31281
734	86416	31157
735	86535	31039
736	86676	30930
737	86816	30821
738	86918	30698
739	87030	30578
740	87125	30452
741	87223	30328
742	87328	30206
743	87430	30083
744	87540	29963
745	87672	29850
746	87815	29742
747	87928	29622
748	88038	29502
749	88141	29380
750	88277	29269
751	88379	29146
752	88478	29022
753	88582	28900
754	88682	28777
755	88783	28654
756	88878	28530
757	88984	28409
758	89100	28291
759	89214	28173
760	89324	28053
761	89447	27937
762	89561	27819
763	89660	27696
764	89763	27574
765	89870	27453
766	89975	27332
767	90075	27210
768	90180	27089
769	90284	26968
770	90400	26850
771	90517	26733
772	90627	26613
773	90739	26494
774	90870	26381
775	90995	26266
776	91122	26152
777	91253	26039
778	91387	25926
779	91510	25810
780	91618	25690
781	91708	25565
782	91799	25441
783	91900	25319
784	91986	25193
785	92080	25070
786	92171	24946
787	92260	24821
788	92374	24703
789	92578	24609
790	92821	24525
791	92927	24405
792	93033	24284
793	93153	24168
794	93261	24048
795	93371	23929
796	93484	23810
797	93595	23692
798	93715	23575
799	93834	23458
800	93954	23341
801	94068	23223
802	94172	23103
803	94331	22996
804	94525	22897
805	94685	22790
806	94859	22686
807	94968	22566
808	95087	22449
809	95206	22332
810	95342	22219
811	95483	22107
812	95629	21995
813	95748	21878
814	95886	21765
815	96023	21652
816	96152	21537
817	96276	21420
818	96395	21303
819	96508	21184
820	96623	21066
821	96731	20946
822	96844	20828
823	96960	20709
824	97076	20591
825	97194	20474
826	97303	20354
827	97425	20238
828	97542	20120
829	97665	20003
830	97800	19889
831	97938	19776
832	98058	19658
833	98180	19541
834	98300	19424
835	98421	19307
836	98596	19201
837	98738	19087
838	98868	18972
839	98992	18855
840	99098	18735
841	99218	18618
842	99340	18501
843	99450	18381
844	99556	18261
845	99668	18142
846	99777	18023
847	99886	17904
848	99987	17783
849	100087	17662
850	100193	17542
851	100296	17422
852	100406	17303
853	100518	17184
854	100626	17065
855	100731	16945
856	100833	16825
857	100942	16706
858	101054	16587
859	101174	16470
860	101296	16353
861	101404	16234
862	101515	16115
863	101654	16001
864	101778	15884
865	101911	15769
866	102005	15647
867	102169	15537
868	102284	15419
869	102406	15302
870	102508	15182
871	102610	15062
872	102708	14941
873	102813	14822
874	102908	14701
875	103021	14582
876	103121	14462
877	103237	14345
878	103372	14229
879	103518	14116
880	103807	14021
881	104058	13921
882	104367	13828
883	104506	13713
884	104612	13593
885	104719	13474
886	104821	13353
887	104929	13234
888	105027	13113
889	105128	12993
890	105228	12873
891	105321	12751
892	105421	12631
893	105526	12512
894	105637	12393
895	105748	12274
896	105856	12155
897	105965	12036
898	106077	11917
899	106186	11798
900	106297	11679
901	106403	11560
902	106512	11441
903	106618	11322
904	106732	11203
905	106844	11085
906	106954	10966
907	107069	10848
908	107178	10729
909	107285	10610
910	107395	10491
911	107504	10373
912	107614	10254
913	107725	10136
914	107837	10017
915	107949	9899
916	108062	9781
917	108175	9662
918	108293	9544
919	108401	9426
920	108504	9307
921	108613	9188
922	108711	9069
923	108814	8950
924	108917	8831
925	109019	8712
926	109126	8593
927	109233	8474
928	109337	8356
929	109451	8238
930	109568	8120
931	109694	8003
932	109809	7885
933	109933	7768
934	110056	7650
935	110183	7533
936	110306	7416
937	110428	7299
938	110554	7181
939	110675	7064
940	110792	6946
941	110915	6829
942	111031	6711
943	111154	6593
944	111268	6475
945	111389	6358
946	111513	6240
947	111639	6123
948	111759	6006
949	111882	5888
950	112008	5771
951	112140	5654
952	112258	5536
953	112382	5418
954	112507	5301
955	112626	5183
956	112740	5065
957	112855	4947
958	112977	4830
959	113093	4712
960	113216	4594
961	113355	4477
962	113479	4360
963	113599	4242
964	113724	4124
965	113845	4006
966	113967	3889
967	114084	3771
968	114204	3653
969	114321	3535
970	114442	3417
971	114567	3300
972	114696	3182
973	114819	3064
974	114939	2947
975	115062	2829
976	115172	2711
977	115284	2593
978	115397	2475
979	115507	2357
980	115617	2239
981	115725	2121
982	115822	2003
983	115917	1884
984	116007	1766
985	116105	1648
986	116199	1530
987	116299	1412
988	116399	1294
989	116500	1176
990	116599	1058
991	116695	941
992	116793	823
993	116896	705
994	117001	587
995	117102	470
996	117210	352
997	117309	235
998	117408	117
999	117514	0
